,Key,English_US,Description,French,Italian,German,Spanish_Spain,Spanish_LATAM,Korean,Russian,Japanese,Portuguese_Brazil,Chinese_Simplified,Chinese_Traditional,Polish,Turkish,Swedish,Thai,Arabic
Zenith_RAW-0146-Zenith,Zenith_RAW-0146-Zenith,Этот узор очень удовлетворителен. Это форма. Вселенной.,,Ce motif est très plaisant. C'est le motif. De l'univers.,Questa forma è appagante. È la forma. Dell'universo.,Dieses Muster ist sehr befriedigend. Es ist die Form. Des Universums.,Este patrón es muy satisfactorio. Es la forma. Del universo.,Este patrón es muy satisfactorio. Es la forma. Del universo.,가장 큰 만족을 주는 모양이지. 그것은 우주의. 모양이야.,,この模様は心を満たしてくれマス。宇宙の形デスカラ。,Esse padrão é muito satisfatório. É a forma. Do universo.,此等景象着实养眼。它就是。宇宙的模样。,這圖案最令人滿意。此乃。宇宙的圖案。,,,,,
Zenith_RAW-0147-Zenith,Zenith_RAW-0147-Zenith,"Пожалуйста, мы должны знать. ""Чай"" превосходит. Кофе? \n <Zenith>Лучше кофе?</>",,"S'il te plaît, nous devons savoir. Le ""thé"" est-il supérieur. Au café ? \n <Zenith>Mieux que le café ?</>","Per favore, dobbiamo saperlo. Il ""tè"" è superiore. Al caffè? \n <Zenith>Meglio del caffè?</>","Bitte, wir müssen wissen. Ob „Tee“ besser. Ist als Kaffee? \n <Zenith>Besser als Kaffee?</>","Por favor, debemos saber. ¿Es el ""té"" superior? ¿Al café? \n <Zenith>¿Mejor que el café?</>","Por favor, debemos saber. ¿Es el «té» superior? ¿Al café? \n <Zenith>¿Mejor que el café?</>",알고 싶은 게 있어. 혹시 '차'가 커피를. 능가하는 거니? \n <Zenith>커피보다 나아?</>,,お願い、知りたいノデス。“お茶”はおいしいデスカ？ コーヒーよりも？ \n <Zenith>モットモット？</>,"Por favor, precisamos saber. O ""chá"" é superior. Ao café? \n <Zenith>Melhor que café?</>",拜托了，请告诉我等。相比咖啡。“茶”是否更为高级？ \n <Zenith>比咖啡更高级？</>,請告入我們，我們必須知道。「茶」是否。優於咖啡？\n<Zenith>比咖啡更好？</>,,,,,
Zenith_RAW-0148-Choice,Zenith_RAW-0148-Choice,"Да, он лучше, чем кофе.",,"Oui, c'est mieux que le café.","Sì, è meglio del caffè.","Ja, er ist besser als Kaffee.","Sí, es mejor que el café.","Sí, es mejor que el café.","네, 커피보다 나아요.",,ああ、コーヒーよりおいしい。,"Sim, é melhor que café.",是的，茶比咖啡更高级。,是的，茶比咖啡更好。,,,,,
Zenith_RAW-0149-Choice,Zenith_RAW-0149-Choice,"Нет, кофе лучше.",,"Non, le café c'est mieux.","No, il caffè è meglio.","Nein, Kaffee ist besser.","No, el café es mejor.","No, el café es mejor.","아니요, 커피가 나아요.",,いや、コーヒーのほうが上だ。,"Não, café é melhor.",不，咖啡更高级。,不，咖啡比較好。,,,,,
Zenith_RAW-0150-Choice,Zenith_RAW-0150-Choice,Я не знаю и мне всё равно.,,Je ne sais pas et ça m'est égal.,Non lo so e non mi interessa.,"Ich weiß es nicht, und es ist mir auch egal.",No lo sé y no me importa.,No sé y no me importa.,몰라요. 내 알 바 아니에요.,,知らないし、どうでもいい。,Não sei e não tô nem aí.,我不知道，也不在乎。,我不知道且不在乎。,,,,,
Zenith_RAW-0151-Zenith,Zenith_RAW-0151-Zenith,"Но ""кофе"" похож на чай, да? Его заваривают с водой? \n <Zenith>Напитки.</>","From [0148-Choice]
From [0149-Choice]","Mais le ""café"" est similaire au thé, non ? C'est une infusion avec de l'eau ? \n <Zenith>Boissons.</>","Ma il ""caffè"" è simile al tè, vero? Si prepara con l'acqua? \n <Zenith>Bevande.</>","Aber „Kaffee“ ist Tee ähnlich, ja? Er wird mit Wasser gebrüht? \n <Zenith>Getränke.</>","Pero el ""café"" es parecido al té, ¿no? ¿Se elabora con agua? \n <Zenith>Bebidas.</>","Pero el «café» es parecido al té, ¿no? ¿Se elabora con agua? \n <Zenith>Bebidas.</>",하지만 '커피'는 차와 비슷하지? 물에 우려낸 음료지? \n <Zenith>음료.</>,,でも“コーヒー”とお茶は似ているノデショウ？ お湯で淹レル？ \n <Zenith>ノミモノ。</>,"Mas ""café"" é semelhante ao chá, sim? Ele é preparado com água? \n <Zenith>Bebidas.</>",但“咖啡”难道不是和茶类似的饮品吗？咖啡不也是用水泡的？ \n <Zenith>饮品。</>,但「咖啡」跟茶很像，對吧？都是用水煮的？\n<Zenith>飲品。</>,,,,,
Zenith_RAW-0152-Alta,Zenith_RAW-0152-Alta,"Да, пожалуй, это правда.",,"Oui, je suppose que c'est vrai.","Sì, suppongo di sì.","Ja, das stimmt schon.","Sí, supongo que eso es cierto.","Sí, supongo que eso es cierto.","네, 그렇겠죠.",,まあ、それはそうだね。,"Sim, acho que isso é verdade.",是的，我想没错。,對，大概是這樣。,,,,,
Zenith_RAW-0153-Zenith,Zenith_RAW-0153-Zenith,Деловые Люди. Они рассказывали нам много раз. О кофе. \n <Zenith>Много раз.</>,From [0150-Choice],Les hommes des affaires. Ils nous ont parlé plein de fois. Du café. \n <Zenith>Plein de fois.</>,Gli uomini degli affari. Ci hanno parlato molte volte. Del caffè. \n <Zenith>Molte volte.</>,Die Männer des Geschäfts. Sie haben schon oft mit uns über. Kaffee geredet. \n <Zenith>Oft.</>,Los hombres de negocios. Nos han hablado muchas veces. Sobre el café. \n <Zenith>Muchas veces.</>,Los hombres de negocios. Nos han hablado muchas veces. Sobre el café. \n <Zenith>Muchas veces.</>,회사원들이 우리에게. 커피에 대해서. 여러 번 얘기하더구나. \n <Zenith>여러 번.</>,,カイシャの方々から、何度も聞いたノデス。コーヒーのコト。 \n <Zenith>イッパイ。</>,Os Homens de Negócios. Eles falaram para nós muitas vezes. Sobre café. \n <Zenith>Muitas vezes.</>,那群商界人士。和我等多次提起。咖啡。 \n <Zenith>不厌其烦。</>,做生意的人。他們常常提到。咖啡。\n<Zenith>很多次。</>,,,,,
Zenith_RAW-0154-Zenith,Zenith_RAW-0154-Zenith,Они ищут его. Они жаждут его. Они не могут найти его. \n <Zenith>Трагично.</>,,Ils le cherchent. Ils le désirent. Ils n'en trouvent pas. \n <Zenith>Tragique.</>,Lo cercano. Lo bramano. Non riescono a trovarlo. \n <Zenith>Tragico.</>,Sie suchen danach. Sie begehren ihn. Sie können ihn nicht finden. \n <Zenith>Tragisch.</>,Lo buscan. Lo anhelan. No pueden encontrarlo. \n <Zenith>Trágico.</>,Lo buscan. Lo anhelan. No pueden encontrarlo. \n <Zenith>Trágico.</>,그것을 추구하고. 너무나도 갈망했지만. 찾지 못하더구나. \n <Zenith>안타깝지.</>,,ノドから手が出るほど飲みたがってイルのに、見つからナイ。 \n <Zenith>カナシミ。</>,Eles o buscavam. Estavam sedentos por ele. Não puderam encontrá-lo. \n <Zenith>Trágico.</>,他们寻寻觅觅。他们无比渴求。但他们求而不得。 \n <Zenith>真是悲剧。</>,他們尋找咖啡。他們渴望咖啡。他們找不到咖啡。\n<Zenith>悲劇。</>,,,,,
Zenith_RAW-0155-Zenith,Zenith_RAW-0155-Zenith,"Но твой чайный магазин. Это, пожалуй, идеальная возможность. Для приготовления кофе.",,Mais ton salon de thé. C'est peut-être l'opportunité parfaite. Pour faire du café.,Ma la tua bottega del tè. Forse è l'occasione perfetta. Per fare il caffè.,Aber dein Teeladen. Ist vielleicht die perfekte Gelegenheit. Zum Kaffeemachen.,Pero tu tienda de té. Quizás sea la oportunidad perfecta. Para hacer café.,Pero tu tienda de té. Quizás sea la oportunidad perfecta. Para hacer café.,어쩌면 이 가게에서. 커피를 만들어볼. 최고의 기회일지도 몰라.,,でも、アナタのティーハウス。きっと完璧なチャンス。コーヒーを淹れラレル。,Mas a sua casa de chá. Talvez ela seja a oportunidade perfeita. Para preparar café.,但在你的茶馆。要做咖啡的话。现在机会绝佳。,但你的茶屋。是製作咖啡的。絕佳場所。,,,,,
Zenith_RAW-0156-Zenith,Zenith_RAW-0156-Zenith,"Пожалуйста, скажи нам. Что бы потребовалось. Чтобы производить кофе?",,"S'il te plaît, dis-nous. Que faudrait-il. Pour produire du café ?",Per favore diccelo. Cosa serve. Per fare il caffè?,Bitte sag uns. Was wäre nötig. Um Kaffee zu produzieren?,"Dinos, por favor. ¿Qué sería necesario? ¿Para producir café?","Dinos, por favor. ¿Qué sería necesario? ¿Para producir café?",부디 말해주렴. 커피를 만들려면. 뭐가 필요한 거니?,,教えてクダサイ。何が必要デスカ？ コーヒーを作るのに。,"Por favor, nos diga. O que seria necessário. Para produzir café?",请告诉我等。要制作咖啡。都有何必需之物？,請告訴我們。製作咖啡。需要什麼？,,,,,
Zenith_RAW-0157-Alta,Zenith_RAW-0157-Alta,"Я думаю, эм... кофейные зёрна?",,Eh bien… euh… des grains de café ?,Immagino… ehm... dei chicchi di caffè?,"Ich denke, äh …Kaffeebohnen?","Supongo, eh... ¿granos de café?","Supongo que, eh... granos de café...",아 아마도... 커피콩일걸요?,,そうだな、うーん…コーヒー豆とか？,"Acho que, ahm... grãos de café?",我猜，呃……咖啡豆？,我猜，呃……咖啡豆？,,,,,
Zenith_RAW-0158-Zenith,Zenith_RAW-0158-Zenith,"""КОФЕЙНЫЕ ЗЁРНА"". Да, конечно! Это так очевидно! \n <Zenith>Теперь мы видим!</>",,"""GRAINS DE CAFÉ"". Oui, bien sûr ! C'est tellement évident ! \n <Zenith>Nous comprenons maintenant !</>","CHICCHI DI CAFFÈ. Sì, naturalmente! È così ovvio! \n <Zenith>Adesso lo comprendiamo!</>","„KAFFEEBOHNEN“. Ja, natürlich! Es liegt doch auf der Hand! \n <Zenith>Jetzt sehen wir es auch!</>","""GRANOS DE CAFÉ"". ¡Sí, claro! ¡Es tan obvio! \n <Zenith>¡Lo vemos ahora!</>","«GRANOS DE CAFÉ». ¡Sí, claro! ¡Es tan obvio! \n <Zenith>¡Ahora entendemos!</>","'커피콩'. 그래, 그렇지! 당연한 거였는데! \n <Zenith>이제야 알겠구나!</>",,“コーヒー豆”デスネ。ああ、そうデス！ それしかナイ！ \n <Zenith>ヤットワカッタ！</>,"""GRÃOS DE CAFÉ"". Sim, claro! É tão óbvio! \n <Zenith>Agora percebemos!</>",“咖啡豆”。是的，当然！这简直理所应当！ \n <Zenith>我等明白了！</>,「咖啡豆」。對，當然了！如此直觀！\n<Zenith>我們明白了！</>,,,,,
Zenith_RAW-0159-Zenith,Zenith_RAW-0159-Zenith,КОФЕЙНЫЕ ЗЁРНА. Какая магия нужна для этого? Как это должно быть произведено...?,,GRAINS DE CAFÉ. Quelle magie faut-il pour ça ? Comment en produire… ?,CHICCHI DI CAFFÈ. Quale magia è necessaria per farli? Come si produce...?,KAFFEEBOHNEN. Welche Magie ist dafür nötig? Wie wird es hergestellt …?,GRANOS DE CAFÉ. ¿Qué magia se necesita para esto? ¿Cómo se producirá...?,GRANOS DE CAFÉ. ¿Qué magia se necesita para esto? ¿Cómo se produce?...,커피콩. 어떤 마법이 필요할까? 어떻게 만들 수 있을까...?,,コーヒー豆。どんな魔法が必要デスカ？ どうやって生み出すノカ…,GRÃOS DE CAFÉ. Que magia é necessária para isso? Como ele deve ser produzido...?,咖啡豆。用什么魔法才能变出咖啡豆？如何才能制作咖啡……？,咖啡豆。這需要什麼魔法？該如何製作……？,,,,,
Zenith_RAW-0160-Zenith,Zenith_RAW-0160-Zenith,...мы связываемся с Бесконечным Путём для ответов...,"this means ""asking the Infinite Path""",… nous entrons en communication avec le Sentier pour obtenir des réponses…,… Stiamo entrando in comunicazione con il Sentiero Infinito per trovare risposte...,…wir leiten den Endlosen Pfad für Antworten um …,Estamos canalizando el Camino Infinito en busca de respuestas...,Estamos canalizando el Camino Infinito en busca de respuestas...,...우린 무한의 길에 답을 묻고 있단다...,,…無限の路と繋がり、答えを求めてミマス…,Estamos canalizando o Caminho Infinito em busca de respostas...,……我等必须为此询问无垠之路……,……我們要在無限通道上尋求解答……,,,,,
Zenith_RAW-0161-Zenith,Zenith_RAW-0161-Zenith,.........а......... \n <Zenith>......действительно......</>,,… … … ah… … … \n <Zenith>… … … en effet… … </>,.........ah......... \n <Zenith>...... in effetti......</>,.........Ah......... \n <Zenith>......Wahrlich......</>,.........ah......... \n <Zenith>......sí......</>,.........ah......... \n <Zenith>......sí......</>,.........아......... \n <Zenith>......그렇군......</>,,……ああ…… \n <Zenith>……ナルホド……</>,.........ah......... \n <Zenith>......certamente......</>,……啊…… \n <Zenith>……确实如此……</>,……啊……\n<Zenith>……確實……</>,,,,,
Zenith_RAW-0162-Zenith,Zenith_RAW-0162-Zenith,...теперь мы видим это. Сущность Кофейных Зёрен... \n <Zenith>...ясно в нашем разуме...</>,,… nous voyons maintenant. L'essence des grains de café…\n <Zenith>… clairement dans notre esprit… </>,… Possiamo vederla ora. L'essenza dei chicchi di caffè... \n <Zenith>… Chiara nella nostra mente...</>,…Jetzt können wir sie sehen. Die Essenz der Kaffeebohnen. \n <Zenith>... ganz klar in unserem Geist...</>,Podemos verlo ahora. La esencia de los granos de café... \n <Zenith>... clara en nuestra mente...</>,Podemos verlo ahora. La esencia de los granos de café... \n <Zenith>... clara en nuestra mente...</>,...이제 알겠다. 커피콩의 본질을... \n <Zenith>...확실히 깨달았어...</>,,…答えがわかりマシタ。コーヒー豆の本質が… \n <Zenith>…ハッキリワカル…</>,Agora percebemos. A essência dos Grãos de Café... \n <Zenith>...limpa nossa mente...</>,……我等明白了。咖啡豆的精华…… \n <Zenith>……我等已了如指掌……</>,……我們明白了。咖啡豆的本質……\n<Zenith>……在我們心中清楚浮現……</>,,,,,
Zenith_RAW-0163-Zenith,Zenith_RAW-0163-Zenith,...мы призываем это. В этот лес... \n <Zenith>...прямо здесь...</>,,… nous l'invoquons. Dans cette forêt... \n <Zenith>… pile ici… </>,… la stiamo evocando. In questa foresta... \n <Zenith>… Proprio qui...</>,…Wir beschwören sie. In diesen Wald … \n <Zenith> …Hierher …</>,La estamos invocando. En este bosque... \n <Zenith>... justo aquí...</>,La estamos invocando. En este bosque... \n <Zenith>... justo aquí...</>,...이제 커피콩을. 이 숲으로 불러올게... \n <Zenith>...바로 여기로...</>,,…呼び集めマス。この森の中に… \n <Zenith>…ココニ…</>,...a estamos invocando. Para esta floresta... \n <Zenith>...bem aqui...</>,……待我等召唤其来此。来到此片森林…… \n <Zenith>……就在此处……</>,……我們要召喚它。進入這片森林……\n<Zenith>……就在此處……</>,,,,,
Zenith_RAW-0164-Zenith,Zenith_RAW-0164-Zenith,...мы наполняем эту поляну. Сущностью. Кофейных Зёрен...,,… nous imprégnions cette clairière. De l'essence. Des grains de café…,… stiamo impregnando questa radura. Con l'essenza. Di chicchi di caffè...,…Wir tränken diese Lichtung. Mit der Essenz Von Kaffeebohnen …,Estamos imbuyendo este claro. Con la esencia. De los granos de café...,Estamos imbuyendo este claro. Con la esencia. De los granos de café...,...우린 이 빈터를. 커피콩의 본질로. 가득 채우고 있단다...,,…この広場に植えつけマス。コーヒー豆の本質を…,...estamos imbuindo essa clareira. Com a essência. Dos Grãos de Café...,……让我等为这片林中空地。注入。咖啡豆的精华……,……我們要賦予這片空地。賦予本質。咖啡豆的本質……,,,,,
Zenith_RAW-0165-Zenith,Zenith_RAW-0165-Zenith,...глубочайшая сущность...,,… la plus profonde essence…,… l'essenza più profonda...,…tiefste Essenz …,La esencia más profunda...,La esencia más profunda...,...가장 깊은 본질로...,,…最も深い本質…,...a essência mais profunda...,……最纯粹的精华……,……最深層的本質……,,,,,
Zenith_RAW-0166-Zenith,Zenith_RAW-0166-Zenith,...вот оно...,,… la voilà…,… eccola...,…hier ist sie …,Aquí está...,Aquí está...,...자...,,…さあ、ここに…,...aqui está...,……成功了……,……來囉……,,,,,
Zenith_RAW-0167-Zenith,Zenith_RAW-0167-Zenith,...АГА!,,… AHA !,… AH!,…AHA!,¡Ajá!,¡Ajá!,...아하!,,…デキタ！,...AHA!,……啊哈！,……啊哈！,,,,,
Zenith_RAW-0168-Zenith,Zenith_RAW-0168-Zenith,Так и свершилось! Кофейное Зерно! \n <Zenith>Успех!</>,,Ainsi soit-il ! Un grain de café ! \n <Zenith>Succès !</>,È arrivato. Un chicco di caffè! \n <Zenith>Successo!</>,So ist es nun! Eine Kaffeebohne! \n <Zenith>Erfolg!</>,¡Así que ha sucedido! ¡Un grano de café! \n <Zenith>¡Éxito!</>,¡Y así se ha manifestado! ¡Un grano de café! \n <Zenith>¡Éxito!</>,드디어 나타났어! 커피콩! \n <Zenith>성공이다!</>,,これで根づきマシタ！ コーヒー豆が！ \n <Zenith>セイコウ！</>,Então aconteceu! Um Grão de Café! \n <Zenith>Sucesso!</>,现在是见证奇迹的时刻！咖啡豆！ \n <Zenith>大功告成！</>,出現了！咖啡豆！\n<Zenith>成功！</>,,,,,
Zenith_RAW-0169-Zenith,Zenith_RAW-0169-Zenith,"Да, теперь твоя поляна наверняка. Зарастёт дикими Кофейными Зёрнами.",,"Oui, ta clairière va certainement. Être envahie de grains de café.","Sì, ora la tua radura si riempirà sicuramente. Di chicchi di caffè.","Ja, auf deiner Lichtung werden. Die Kaffeebohnen nie mehr ausgehen.","Sí, tu claro ahora seguramente. Producirá muchos granos de café.","Sí, de seguro ahora tu claro. Producirá muchos granos de café.","자, 이제 이 빈터에서. 커피콩이 자생하게 되었단다.",,そう、これから広場にはニョキニョキ生えマス。コーヒー豆が。,"Sim, a sua clareira agora certamente. Ficará cheia e Grãos de Café.",好了，现在周围的空地。到处都长满了咖啡豆。,沒錯，你的空地現在一定。長出茂盛的咖啡豆。,,,,,
Zenith_RAW-0170-Zenith,Zenith_RAW-0170-Zenith,Пусть они благословят твой магазин. На триллион {{Спектра}} Циклов! \n <Zenith>Триллионы!</>,"""Spectra cycles"" is a made-up phrase which indicates a measurement of time. Feel free to interpret this in any way that indicates that it's a measurement of time in another universe.",Qu'ils bénissent ton salon. Pour un billion de cycles {{Spectra}} ! \n <Zenith>Plusieurs billions !</>,Che possano benedire il tuo negozio. Per un trilione di cicli di {{Spectra}}! \n <Zenith>Trilioni!</>,Mögen sie deinen Laden segnen. Für eine Trillion {{Spectra}}-Zyklen! \n <Zenith>Trillionen!</>,Que bendigan tu tienda. ¡Durante un trillón de ciclos de {{Spectra}}! \n <Zenith>¡Trillones!</>,¡Que bendigan tu tienda! ¡Durante un trillón de ciclos de {{Spectra}}! \n <Zenith>¡Trillones!</>,어쩌면 이 가게를. 억겁의 세월 동안. {{Spectra}} 축복해 줄지도 모르지! \n <Zenith>억겁의 세월!</>,,アナタの店が栄えマスヨウニ。1兆{{スペクトル}}周期にわたって！ \n <Zenith>イッチョウ！</>,Que eles abençoem seu estabelecimento. Por um trilhão de Ciclos {{Espectrais}}! \n <Zenith>Trilhões!</>,愿它们为你的茶馆。带来亿万{{Spectra}}周期的繁荣！ \n <Zenith>无尽的繁荣！</>,願咖啡豆祝福貴店。長達百萬{{Spectra}}輪迴！\n<Zenith>百萬！</>,,,,,
Zenith_RAW-0171-Alta,Zenith_RAW-0171-Alta,"Так, эмм, как я на самом деле использую их, чтобы приготовить кофе?",,Et donc… comment je fais du café avec ça ?,"Allora, come posso usarli per fare il caffè?","Und, äh, wie genau benutze ich sie zum Kaffeekochen?","Entonces, eh... ¿cómo los uso para hacer café?","Entonces, eh... Dime, ¿cómo los uso para hacer café?","근데 혹시요, 이걸로 어떻게 커피를 만드는지 아세요?",,それで、その、豆を使ってコーヒーを淹れる方法は？,"Então, ahm, como eu uso eles pra fazer café?",好的，那么我要怎么用它们来制作咖啡？,那，呃，我要怎麼用咖啡豆泡咖啡？,,,,,
Zenith_RAW-0172-Zenith,Zenith_RAW-0172-Zenith,Мы получаем информацию по этому вопросу. С Бесконечного Пути. \n <Zenith>Получаем.</>,,Nous recevons des informations à ce sujet. Du Sentier infini. \n <Zenith>Réception.</>,Stiamo ricevendo informazioni su questo argomento. Dal Sentiero Infinito. \n <Zenith>Ricezione.</>,Wir empfangen Informationen dazu. Vom Endlosen Pfad. \n <Zenith>Empfangen.</>,Estamos recibiendo información sobre este asunto. Del Camino Infinito. \n <Zenith>Recibiendo.</>,Estamos recibiendo información sobre este asunto. Del Camino Infinito. \n <Zenith>Recibiendo.</>,그 문제에 대해서도 정보를 받고 있어. 무한의 길로부터. \n <Zenith>받고 있지.</>,,それにツイテは情報を受け取ってイマス。無限の路カラ。 \n <Zenith>ジュシン。</>,Estamos recebendo informações sobre o assunto. Do Caminho Infinito. \n <Zenith>Recebendo.</>,我等正在向无垠之路获取。关于此事的信息。 \n <Zenith>获取中。</>,我們正在從無限通道。接收此問題的資訊。\n<Zenith>接收。</>,,,,,
Zenith_RAW-0173-Zenith,Zenith_RAW-0173-Zenith,"Мы размышляем, как лучше всего. Научить тебя этому.",,Nous réfléchissons au meilleur. Moyen de t'apprendre.,Stiamo valutando il modo migliore. Per insegnartelo.,Wir denken darüber nach. Wie wir es dir am besten beibringen.,Estamos considerando la mejor manera. De enseñártelo.,Estamos considerando la mejor manera. De enseñártelo.,어떻게 설명하면 좋을지. 고민이 되는구나.,,今考えてイルところデス。どう教えるのが一番いいか。,Estamos pensando na melhor forma. De ensinar a você.,我等还在思考。要怎么把制作方法传授给你。,我們正在思忖。怎麼教你最好。,,,,,
Zenith_RAW-0174-Alta,Zenith_RAW-0174-Alta,"Вот, просто запиши это в мой Полевой Справочник.",,"Tiens, tu n'as qu'à l'écrire dans mon guide pratique.","Tieni, scrivilo nella mia Guida Pratica.","Hier, schreibt es einfach in mein Handbuch.","Toma, escríbelo en mi guía de campo.","Toma, escríbelo en mi guía de campo.","자, 이 휴대용 도감에 써주세요.",,じゃあ、フィールドガイドに書いてくれる？,"Aqui, anota no meu Guia de Campo.",给，直接写在我的图解手册上。,來吧，寫在我的《田園指南》吧。,,,,,
Zenith_RAW-0175-Zenith,Zenith_RAW-0175-Zenith,Ах! Хорошо продуманное решение! Мы находим это приемлемым. \n <Zenith>Полевой справочник!</>,,Ah ! Une solution bien conçue ! Nous la trouvons acceptable. \n <Zenith>Guide pratique !</>,Ah! Una soluzione ben progettata! La riteniamo accettabile. \n <Zenith>Guida Pratica!</>,Ah! Eine ausgereifte Lösung! Wir finden das akzeptabel. \n <Zenith>Handbuch!</>,¡Ah! ¡Una solución bien diseñada! Esto nos parece aceptable. \n <Zenith>¡Guía de campo!</>,¡Ah! ¡Una solución bien diseñada! Esto nos parece aceptable. \n <Zenith>¡Guía de campo!</>,아! 잘 고안한 해결책이구나! 훌륭한 방법이야. \n <Zenith>휴대용 도감이라니!</>,,ああ！ それは巧みな解決策デスネ！ ワタシタチ、受け入れマス。 \n <Zenith>フィールドガイド！</>,Ah! Uma solução bem engendrada! Achamos aceitável. \n <Zenith>Guia de Campo!</>,啊！这个办法真是匠心别具！十分可行。 \n <Zenith>图解手册！</>,啊！真是深思熟慮的辦法！我們覺得相當可行。\n<Zenith>《田園指南》！</>,,,,,
Zenith_RAW-0176-Zenith,Zenith_RAW-0176-Zenith,"Вот. Объяснение о производстве. ""Кофе"".",,"Tiens. Une explication de la production. De ""café"".","Eccola. Una spiegazione sulla produzione. Del ""caffè"".",Bitte. Eine Erklärung der Produktion. Des „Kaffees“.,"Ya está. Una explicación sobre la producción. De ""café"".",Ya está. Una explicación sobre la producción. De «café».,여기 있어. '커피'를 만드는 방법이란다. 잘 적어두었지.,,どうぞ。作り方の説明デス。“コーヒー”の。,"Pronto. Uma explicação sobre a produção. Do ""café"".",拿去吧。关于“咖啡”的制作方法。已经写上去了。,來。製程解釋。「咖啡」的說明。,,,,,
Zenith_RAW-0177-Zenith,Zenith_RAW-0177-Zenith,Мы желаем тебе успешных усилий. В приготовлении кофе! \n <Zenith>Благословения!</>,,Nous souhaitons voir tes efforts couronnés de succès. Pour faire du café ! \n <Zenith>Bénédiction !</>,Ti auguriamo di avere successo nel tuo sforzo. Di preparare il caffè! \n <Zenith>Auguri!</>,Wir wünschen erfolgreiche. Bemühungen zur Kaffeeherstellung. \n <Zenith>Segen!</>,Te deseamos éxito. ¡Para hacer café! \n <Zenith>¡Bendiciones!</>,Te deseamos éxito. ¡Para hacer café! \n <Zenith>¡Bendiciones!</>,커피를 만들려는 노력이. 성공적이기를! \n <Zenith>축복해!</>,,成功を祈ってイマス。うまくコーヒーを作れるヨウニ！ \n <Zenith>メグミアレ！</>,Desejamos a você um esforço bem-sucedido. Para preparar o café! \n <Zenith>Bênçãos!</>,衷心希望。你能成功制作出咖啡！ \n <Zenith>祝你成功！</>,我們希望你能成功。製作咖啡！\n<Zenith>祝福！</>,,,,,
Zenith_RAW-0178-Zenith,Zenith_RAW-0178-Zenith,Пусть наши драгоценные Деловые Люди. Наконец будут удовлетворены! \n <Zenith>Люди!!</>,,Puissent nos précieux hommes des affaires. Être enfin satisfaits ! \n <Zenith>Hommes !!</>,Che i nostri preziosi Uomini degli Affari possano. Finalmente essere soddisfatti! \n <Zenith>Uomini!!</>,Mögen unsere lieben Männer des Geschäfts. Endlich zufrieden sein! \n <Zenith>Männer!</>,Que nuestros preciosos hombres de negocios. ¡Por fin queden satisfechos! \n <Zenith>¡Hombres!</>,Que nuestros preciosos hombres de negocios. ¡Por fin queden satisfechos! \n <Zenith>¡Hombres!</>,우리 귀한 회사원들이. 마침내 만족하기를! \n <Zenith>회사원들!!</>,,愛らしいカイシャの方々が、満足できマスヨウニ！ \n <Zenith>カイシャ！！</>,Que nossos preciosos Homens de Negócios. Finalmente sejam satisfeitos! \n <Zenith>Homens!!</>,希望那些可敬的商界人士。能够得偿所愿！ \n <Zenith>得偿所愿！！</>,希望做生意的人們。最終能獲得滿足！\n<Zenith>人們！！</>,,,,,
Zenith_RAW-0179-Choice,Zenith_RAW-0179-Choice,Я сделаю всё возможное.,,Je ferai de mon mieux.,Farò del mio meglio.,Ich tu‘ mein Bestes.,Haré lo que pueda.,Haré lo que pueda.,최선을 다해볼게요.,,頑張ってみるよ。,Farei o melhor possível.,我会尽力而为。,我會盡力的。,,,,,
Zenith_RAW-0180-Choice,Zenith_RAW-0180-Choice,"Всё равно не понимаю, почему они тебе нравятся.",,Je ne comprends toujours pas pourquoi tu les aimes bien.,Ancora non capisco perché ti piacciono.,"Ich verstehe nicht, was euch an ihnen gefällt.",Todavía no entiendo por qué te gustan.,Todavía no entiendo por qué te agradan.,그 사람들이 왜 좋은지 아직도 이해가 안 가요.,,なんであいつらが好きなのか、やっぱりわからない。,Ainda não entendo por que você gosta deles.,我还是不明白为什么你那么喜欢他们。,還是不懂你們為什麼喜歡他們。,,,,,
Zenith_RAW-0181-Zenith,Zenith_RAW-0181-Zenith,Правда? Для нас. Это ослепительно очевидно! \n <Zenith>Явно!</>,From [0180-Choice],Vraiment ? Pour nous. C'est le plus manifestement évident ! \n <Zenith>Manifeste !</>,Veramente? Per noi. È assolutamente ovvio! \n <Zenith>Ovvio!</>,Wirklich? Für uns. Ist es nicht zu übersehen! \n <Zenith>Augenscheinlich!</>,¿De verdad? Para nosotras. ¡Es de lo más obvio! \n <Zenith>¡Aparente!</>,¿De verdad? ¡Para nosotras! ¡Es de lo más obvio! \n <Zenith>¡Evidente!</>,정말이니? 우리에겐. 너무도 당연한 일인데! \n <Zenith>누가 봐도!</>,,本当デスカ？ どう見ても明らかデショウ！ \n <Zenith>スグワカル！</>,Mesmo? Para nós. É incrivelmente óbvio! \n <Zenith>Aparente!</>,真的？对我等而言。理由不言自明！ \n <Zenith>不言自明！</>,真的？對我們來說。真是再直觀不過！\n<Zenith>明顯！</>,,,,,
