key,source,Translation
Japanese,いつも思ってイマス。アナタのコトを。,
Portuguese_Brazil,Estamos pensando. Em você.,
Chinese_Simplified,我等现在。很担心你。,
Chinese_Traditional,我們正在。想著你。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0073-Alta,
English_US,Fine.,
Description,,
French,Très bien.,
Italian,Bene.,
German,Meinetwegen.,
Spanish_Spain,Está bien.,
Spanish_LATAM,Está bien.,
Korean,그러든가요.,
Russian,,
Japanese,わかった。,
Portuguese_Brazil,Tá bem.,
Chinese_Simplified,好吧。,
Chinese_Traditional,好。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0074-Zenith,
English_US,Very well. We will now attempt. To show you.,
Description,From [0060-Choice]<lf>From [0063-Choice],
French,Très bien. Nous allons maintenant essayer. De te montrer.,
Italian,Molto bene. Ora tenteremo. Di mostrarti.,
German,"Nun gut. Wir werden nun versuchen, es. Dir zu zeigen.",
Spanish_Spain,Muy bien. Ahora intentaremos. Mostrártelo.,
Spanish_LATAM,Muy bien. Ahora intentaremos. Mostrártelo.,
Korean,좋아. 이제 너에게. 보여줄게.,
Russian,,
Japanese,いいデショウ。デハ、試してミマス。見せマスネ。,
Portuguese_Brazil,Muito bem. Agora tentaremos. Mostrar a você.,
Chinese_Simplified,很好。我等将尝试。为你进行展示。,
Chinese_Traditional,那好吧。我們不會。向你展示。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0075-Zenith,
English_US,Close your eyes.,
Description,,
French,Ferme les yeux.,
Italian,Chiudi gli occhi.,
German,Schließe deine Augen.,
Spanish_Spain,Cierra los ojos.,
Spanish_LATAM,Cierra los ojos.,
Korean,눈을 감아보렴.,
Russian,,
Japanese,目を閉じテ。,
Portuguese_Brazil,Feche os olhos.,
Chinese_Simplified,闭上你的眼睛。,
Chinese_Traditional,請閉上雙眼。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0076-Zenith,
English_US,We will now send you. The image.,
Description,,
French,"Nous allons t'envoyer. L'image.",
Italian,"Ora ti invieremo. L'immagine.",
German,Wir senden dir nun. Das Bild.,
Spanish_Spain,Ahora te enviaremos. La imagen.,
Spanish_LATAM,Ahora te enviaremos. La imagen.,
Korean,네 마음으로 이미지를. 보내줄게.,
Russian,,
Japanese,今から送りマス。イメージを。,
Portuguese_Brazil,Agora enviaremos a você. A imagem.,
Chinese_Simplified,我等会将画面。传输给你。,
Chinese_Traditional,我們現在要。傳送畫面給你。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0077-Alta,
English_US,What the hell?!?,
Description,,
French,"Mais qu'est-ce que c'est que ça ?!",
Italian,Che diavolo?!?,
German,Was zur Hölle?!,
Spanish_Spain,¿¡Pero esto qué es!?,
Spanish_LATAM,¡¿Pero qué demonios?!,
Korean,이게 뭐야?!?,
Russian,,
Japanese,何なんだ？！,
Portuguese_Brazil,Mas que diabos?!?,
Chinese_Simplified,什么玩意？！？,
Chinese_Traditional,什麼鬼？！？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0078-Zenith,
English_US,That was it. The benefit. The unfolding. The beginning.,
Description,,
French,"C'était ça. Le bénéfice. Le déroulement. Le commencement.",
Italian,"Questo è tutto. Il vantaggio. Lo svolgersi. L'inizio.",
German,Das war es. Der Vorteil. Die Entfaltung. Der Anbeginn.,
Spanish_Spain,Eso era. El beneficio. El despliegue. El comienzo.,
Spanish_LATAM,Eso fue. El beneficio. El despliegue. El comienzo.,
Korean,거기까지야. 무엇이 유익한지. 무엇이 펼쳐지는지. 무엇이 시작되는지야.,
Russian,,
Japanese,今、見せマシタ。これが利点デス。解明。始まり。,
Portuguese_Brazil,Foi isso. O benefício. O desdobramento. O início.,
Chinese_Simplified,那就是全部了。全部的裨益。明悟。和启蒙。,
Chinese_Traditional,就這樣。益處。開展。起始。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0079-Alta,
English_US,"That didn't explain anything! It was just a bunch of nonsense!",
Description,,
French,"Ça n'a rien expliqué du tout ! C'était juste du grand n'importe quoi !",
Italian,Questo non spiega nulla! Erano solo un mucchio di sciocchezze!,
German,Das hat überhaupt nichts erklärt! Das war nur ein Haufen Unsinn!,
Spanish_Spain,¡Eso no explicaba nada! ¡Eran solo un montón de tonterías!,
Spanish_LATAM,¡Eso no aclaró nada! ¡No fueron más que un montón de tonterías!,
Korean,아무것도 설명되지 않았어요! 말이 안 되잖아요!,
Russian,,
Japanese,何の説明にもなってなかったぞ！ 意味不明なイメージだけだ！,
Portuguese_Brazil,Isso não explicou nada! Foi só um monte de bobagem!,
Chinese_Simplified,那画面什么也解释不了！完全就是一团乱麻！,
Chinese_Traditional,什麼都沒解釋到啊！只是一堆沒意義的畫面！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0080-Zenith,
English_US,No. You saw it. You perceived it.,
Description,,
French,"Non. Tu l'as vu. Tu l'as ressenti.",
Italian,"No. L'hai visto. Lo hai percepito.",
German,Nein. Du hast es gesehen. Du hast es wahrgenommen.,
Spanish_Spain,No. Lo viste. Lo percibiste.,
Spanish_LATAM,No. Lo viste. Lo percibiste.,
Korean,아니야. 넌 봤어. 분명히 인식했지.,
Russian,,
Japanese,いいえ。アナタは見マシタ。受け取っタ。,
Portuguese_Brazil,Não. Você viu. Você percebeu.,
Chinese_Simplified,不。你已经看到了。你已经感知到了。,
Chinese_Traditional,不。你看到了。你感知道了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0081-Zenith,
English_US,That is the answer. To your question.,
Description,,
French,"C'est la réponse. À ta question.",
Italian,Questa è la risposta. Alla tua domanda.,
German,Das ist die Antwort. Auf deine Frage.,
Spanish_Spain,Esa es la respuesta. A tu pregunta.,
Spanish_LATAM,Esa es la respuesta. A tu pregunta.,
Korean,그게 네 질문에 대한. 답이란다.,
Russian,,
Japanese,それが答えデス。アナタの疑問への。,
Portuguese_Brazil,Essa é a resposta. Para a sua pergunta.,
Chinese_Simplified,那就是你的问题。所对应的答案。,
Chinese_Traditional,那就是你的問題。的答案。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0082-Alta,
English_US,"N-... no!! That's not good enough!",
Description,,
French,"N-… non !! C'est pas suffisant !",
Italian,N... no! Non è abbastanza!,
German,N–…nein! Das reicht mir nicht!,
Spanish_Spain,¡¡No!! ¡Esto no puede ser!,
Spanish_LATAM,¡No! ¡No me sirvió de nada!,
Korean,그럴 리 없어요!! 그게 무슨 답이에요!,
Russian,,
Japanese,何…どこがだよ！ サッパリわからない！,
Portuguese_Brazil,N... Não!! Isso não serviu!,
Chinese_Simplified,才——才不是！这样子也太糊弄了！,
Chinese_Traditional,不……不！！這不夠好！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0083-Alta,
English_US,"You want me to think about pain, fine, whatever. But I need to know what results to expect.",
Description,,
French,"Tu veux que je pense à la douleur, très bien, si tu veux. Mais je dois savoir quel résultat je peux espérer.",
Italian,"Vuoi che pensi al dolore, va bene, ci sto. Ma devo sapere cosa aspettarmi.",
German,"Ihr wollt, dass ich über Schmerz nachdenke? Gut, meinetwegen. Aber ich muss wissen, welche Ergebnisse ich erwarten kann.",
Spanish_Spain,"Quieres que piense en el dolor, está bien, lo que sea. Pero necesito saber qué resultados esperar.",
Spanish_LATAM,"¡¿Quieres que piense en el dolor?! Está bien, como digas. ¡Pero necesito saber qué resultados puedo esperar!",
Korean,"고통에 대해 생각해 봐야 한다면, 그래요, 할 수 있어요. 하지만 기대되는 결과가 뭔지는 알아야죠.",
Russian,,
Japanese,痛みのことを考えろって言うのは、まあいいよ。でも、それが何になるのか教えてくれ。,
Portuguese_Brazil,"Você quer que eu pense na dor, beleza, que seja. Mas eu preciso saber que resultados esperar.",
Chinese_Simplified,你让我想着痛苦，好，随便你。但起码也要让我收获一点结果吧。,
Chinese_Traditional,你要我思考痛苦，我做得到，隨便。但我必須知道會有什麼成果。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0084-Alta,
English_US,"And I'm talking about specifics, not blind faith based on a bunch of gibberish!",
Description,,
French,"Et je parle de choses précises, pas d'une croyance aveugle à je ne sais quel charabia !",
Italian,"E sto parlando di dettagli, non di fede cieca basata su un mucchio di sciocchezze!",
German,"Und ich rede von Einzelheiten, nicht blinden Glauben an einen Haufen Gewäsch!",
Spanish_Spain,"¡Y estoy hablando de detalles, no de fe ciega basada en un montón de galimatías!",
Spanish_LATAM,"¡Y estoy hablando de detalles, no de fe ciega basada en un montón de bobadas!",
Korean,구체적인 게 필요하다고요. 저딴 헛소리에 근거한 맹신이 아니라!,
Russian,,
Japanese,それも具体的にだ！ ワケのわからない話を並べ立てて、信じろって言われても困る！,
Portuguese_Brazil,"E estou falando de detalhes, não fé cega baseada num monte de baboseira!",
Chinese_Simplified,我说的是具体的结果，而不是让我盲信一堆胡言乱语！,
Chinese_Traditional,我說的是具體成果，不是奠基在一堆瘋話上的盲目信仰！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0085-Zenith,
English_US,Human {{Alta}}. What we showed you. Is the explanation.,
Description,,
French,"Être humain {{Alta}}. Ce que nous t'avons montré. C'est l'explication.",
Italian,Essere umano {{Alta}}. Quello che ti abbiamo mostrato. È la spiegazione.,
German,"Menschin {{Alta}}. Was wir dir gezeigt. Haben, ist die Erklärung.",
Spanish_Spain,Humana {{Alta}}. Lo que te hemos mostrado. Es la explicación.,
Spanish_LATAM,Humana {{Alta}}. Lo que te hemos mostrado. Es la explicación.,
Korean,인간 {{Alta}}. 우리가 보여준 것이. 네가 원하던 설명이야.,
Russian,,
Japanese,人間{{アルタ}}、今見せマシタ。それが説明デス。,
Portuguese_Brazil,Humana {{Alta}}. O que mostramos a você. É a explicação.,
Chinese_Simplified,人类{{Alta}}。我等给你展示的东西。就是答案本身。,
Chinese_Traditional,人類{{Alta}}。我們向你展示的。就是解釋。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0086-Zenith,
English_US,We realize that it does not. Make sense to you. We suspected it would not.,
Description,,
French,Nous comprenons que ça ne fait pas. Grand sens pour toi. Nous nous y attendions.,
Italian,Ci rendiamo conto che per te. Non ha senso. Sospettavamo che sarebbe stato così.,
German,"Wir verstehen, dass es für. Dich keinen Sinn ergibt. Das hatten wir vermutet.",
Spanish_Spain,Nos damos cuenta de que no. Tiene sentido para ti. Sospechábamos que no.,
Spanish_LATAM,Nos damos cuenta de que no. Tiene sentido para ti. Sospechábamos que no.,
Korean,이해하지 못한다는 건. 잘 알겠어. 어느 정도 예상하기도 했지.,
Russian,,
Japanese,わかりマス。アナタには意味をなさないコト。予想はしてイマシタ。,
Portuguese_Brazil,Percebemos que não. Faz sentido para você. Suspeitávamos que não faria.,
Chinese_Simplified,我等明白。可能你无法理解它。我等对此已有预料。,
Chinese_Traditional,我們明白。你不理解。我們本就知道會如此。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0087-Zenith,
English_US,There is no other way. For us to explain it. We are sorry.,
Description,,
French,"Il n'y a pas pour nous d'autre façon. De t'expliquer. Nous sommes désolés.",
Italian,"Non c'è altro modo. Per spiegartelo. Ci dispiace.",
German,"Es gibt für uns keine. Andere Möglichkeit, es zu erklären. Es tut uns leid.",
Spanish_Spain,No hay otra manera. De explicártelo. Lo sentimos.,
Spanish_LATAM,No hay otra manera. De explicártelo. Lo sentimos.,
Korean,하지만 설명할 수 있는. 다른 방법은 없어. 미안하구나.,
Russian,,
Japanese,でも他にはないノデス。説明する方法が。残念デス。,
Portuguese_Brazil,Não há outra maneira. Para que nós expliquemos. Sentimos muito.,
Chinese_Simplified,但我等实在无法。用其他方式为你解释。我等很抱歉。,
Chinese_Traditional,我們沒有。其他解釋方式。我們很抱歉。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0088-Alta,
English_US,"So you're saying I just... I just sit around all day thinking about what an awful person I am??",
Description,,
French,"Donc, tu dis juste que je… je dois rester assise toute la journée à penser à l'horrible personne que je suis ?",
Italian,Quindi stai dicendo che... devo starmene seduta tutto il giorno a pensare a che persona orribile sono?,
German,"Ihr meint also, ich soll … den ganzen Tag rumsitzen und darüber nachdenken, was für ein Scheusal ich bin?",
Spanish_Spain,Entonces estás diciendo que simplemente... ¿Me siente todo el día pensando en lo horrible que soy?,
Spanish_LATAM,¡¿Entonces me estás diciendo que me quede sentada todo el día pensando en lo horrible que soy y listo?!,
Korean,그러니까 그쪽 말은... 온종일 가만히 앉아서 내가 얼마나 끔찍한 인간인지 생각이나 하란 말이에요??,
Russian,,
Japanese,つまり…一日中じっと座って、自分がいかにひどい人間か考え続けろって言うのか？,
Portuguese_Brazil,"Então, você está dizendo pra eu simplesmente... sentar o dia todo pensando em como eu sou uma pessoa horrível??",
Chinese_Simplified,所以你的意思是……我就应该整日枯坐，想着自己到底是个多么烂的人？？,
Chinese_Traditional,所以你們的意思是，我只要……我只要成天呆坐，想想自己有多糟？？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0089-Alta,
English_US,"Hum de dum, I'm terrible, I'm a piece of garbage, something like that?? That's what you suggest!?",
Description,"""hum de dum"" is the sound of a person humming a song to themselves",
French,"Tralala… je suis affreuse, je ne suis qu'un détritus, un truc comme ça ?? C'est bien ce que tu suggères !?",
Italian,"Trallalero trallalà, sono terribile, faccio ribrezzo, e cose del genere? Questo è quello che suggerisci!?",
German,"Düdelü, ich bin furchtbar, ich bin ein Stück Dreck, so in der Art? Das ist euer Vorschlag?",
Spanish_Spain,"Hum du dum, soy terrible, soy un pedazo de basura, ¿algo así? ¿¡Eso es lo que sugieres!?",
Spanish_LATAM,"«Aaahh, qué persona horrible que soy, una tremenda basura»... ¡¿Algo así?! ¡¿Eso es lo que sugieres?!",
Korean,"어휴, 난 정말 끔찍해, 난 쓰레기야. 이러고 있으라고요?? 그게 방법이에요!?",
Russian,,
Japanese,“うんうん、私は最低だ。いや、ゴミクズだな”ってか？ そうしろと言ってるんだな？！,
Portuguese_Brazil,"Hm, hm, eu sou horrível, eu sou um saco de lixo, algo assim?? É isso que você sugere!?",
Chinese_Simplified,啦啦啦，我好坏，我简直是个人渣，之类的想法？？你就给我这种建议！？,
Chinese_Traditional,嗚拉拉，我真糟，我是個垃圾，之類的？？這就是你的建議！？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0090-Alta,
English_US,"{{Zenith}}, you have the answers, I know you do! There has to be something more to it!",
Description,,
French,"{{Zenith}}, tu as les réponses, je le sais ! Il doit y avoir autre chose !",
Italian,"{{Zenith}}, tu hai le risposte, lo so! Ci deve essere altro!",
German,"{{Zenith}}, ihr habt die Antworten, das weiß ich! Da muss doch noch mehr dran sein!",
Spanish_Spain,"¡{{Zenith}}, tienes las respuestas! ¡Sé que las tienes! ¡Tiene que haber algo más!",
Spanish_LATAM,"¡{{Zenith}}, tienes las respuestas! ¡Sé que las tienes! ¡Tiene que haber algo más!",
Korean,"{{Zenith}}, 그쪽은 답을 알잖아요. 난 다 안다고! 분명히 뭔가가 더 있어요!",
Russian,,
Japanese,{{ゼニス}}、あんたは答えを知ってるはずだ！ もっとできることがあるだろ！,
Portuguese_Brazil,"{{Zenith}}, você tem as respostas, eu sei que tem! Isso não pode ser tudo!",
Chinese_Simplified,{{Zenith}}，你一定有答案，我知道你有！事情肯定没这么简单！,
Chinese_Traditional,{{Zenith}}，我知道你們有答案！一定不只這樣！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0091-Alta,
English_US,"You can't just leave me broken like this! I'm broken!",
Description,,
French,Tu ne peux pas me laisser brisée comme je le suis ! Je suis brisée !,
Italian,Non puoi lasciarmi così! Sono a pezzi!,
German,Ihr könnt mich nicht einfach so kaputt hier lassen! Ich bin kaputt!,
Spanish_Spain,¡No puedes dejarme así! ¡Estoy rota!,
Spanish_LATAM,¡No puedes dejarme así! ¡Estoy rota!,
Korean,날 이렇게 무너진 상태로 둘 거예요? 이렇게 무너져 있는데!,
Russian,,
Japanese,こんな私のまま放っておかないでくれ！ 私は壊れてるんだ！,
Portuguese_Brazil,Você não pode me deixar aos pedaços assim! Estou em pedaços!,
Chinese_Simplified,你不能就这样弃我于不顾。我已经废了！,
Chinese_Traditional,你們不能坐視我這樣壞掉！我壞掉了啊！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0092-Zenith,
English_US,We could show you. The explanation. Again.,
Description,,
French,"Nous pourrions te montrer. L'explication. À nouveau.",
Italian,Potremmo mostrarti. Di nuovo. La spiegazione.,
German,Wir könnten dir die. Erklärung. Noch einmal zeigen.,
Spanish_Spain,Podríamos mostrarte. La explicación. Otra vez.,
Spanish_LATAM,Podríamos mostrarte. La explicación. Otra vez.,
Korean,그렇다면 다시 한번. 아까 봤던 장면을. 보여줄게.,
Russian,,
Japanese,もう一度、見せマショウカ。説明を。,
Portuguese_Brazil,Nós poderíamos te mostrar. A explicação. Novamente.,
Chinese_Simplified,我等可以。再次。为你展示答案。,
Chinese_Traditional,我可以再次。向你展示。解釋。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0093-Zenith,
English_US,Perhaps. To see it a second time. Would help.,
Description,,
French,"Peut-être. La voir une deuxième fois. Cela t'aiderait.",
Italian,Forse. Vederla una seconda volta. Ti aiuterebbe.,
German,"Vielleicht. Hilft es dir, sie. Ein zweites Mal zu sehen.",
Spanish_Spain,Tal vez. Verla por segunda vez. Ayudaría.,
Spanish_LATAM,Tal vez. Verla por segunda vez. Ayudaría.,
Korean,어쩌면. 두 번째로 보는 게. 도움이 될지도 몰라.,
Russian,,
Japanese,キット助けになるはずデス。もう一度見れば。,
Portuguese_Brazil,Talvez. Ver uma segunda vez. Ajudaria.,
Chinese_Simplified,也许。再看一次答案。能起作用。,
Chinese_Traditional,或許。再次觀看。會有幫助。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0094-Choice,
English_US,"Sure, might as well.",
Description,,
French,"Bien sûr, pourquoi pas…",
Italian,"Certo, perché no…",
German,"Klar, warum nicht.",
Spanish_Spain,"Claro, podría ayudar.",
Spanish_LATAM,"Claro, podría ayudar.",
Korean,"그래요, 다시 보여줘요.",
Russian,,
Japanese,ああ、それがよさそうだ。,
Portuguese_Brazil,"Claro, pode ser.",
Chinese_Simplified,好，死马当活马医吧。,
Chinese_Traditional,好噢，反正沒其他辦法。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0095-Choice,
English_US,"No, it's not going to do anything.",
Description,,
French,"Non, ça n'apportera rien de plus.",
Italian,"No, non farà proprio niente.",
German,"Nein, das bringt doch nichts.",
Spanish_Spain,"No, no va a hacer nada.",
Spanish_LATAM,"No, no va a hacer nada.",
Korean,"됐어요, 소용없어요.",
Russian,,
Japanese,いや、見たところでムダだよ。,
Portuguese_Brazil,"Não, não vai adiantar nada.",
Chinese_Simplified,算了，这样下去不会有收获的。,
Chinese_Traditional,不要，一點用也沒有。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0096-Zenith,
English_US,Very well. Close your eyes.,
Description,From [0094-Choice],
French,Très bien. Ferme les yeux.,
Italian,Benissimo. Chiudi gli occhi.,
German,Nun gut. Schließe deine Augen.,
Spanish_Spain,Muy bien. Cierra los ojos.,
Spanish_LATAM,Muy bien. Cierra los ojos.,
Korean,좋아. 눈을 감아보렴.,
Russian,,
Japanese,いいデショウ。目を閉じテ。,
Portuguese_Brazil,Muito bem. Feche os olhos.,
Chinese_Simplified,很好。闭上你的眼睛。,
Chinese_Traditional,那好吧。請閉上雙眼。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0097-Zenith,
English_US,Human {{Alta}}. We are sorry.,
Description,From [0095-Choice],
French,Être humain {{Alta}}. Nous sommes désolés.,
Italian,Essere umano {{Alta}}. Ci dispiace.,
German,Menschin {{Alta}}. Es tut uns leid.,
Spanish_Spain,Humana {{Alta}}. Lo sentimos.,
Spanish_LATAM,Humana {{Alta}}. Lo sentimos.,
Korean,인간 {{Alta}}. 미안하구나.,
Russian,,
Japanese,人間{{アルタ}}よ、残念デス。,
Portuguese_Brazil,Humana {{Alta}}. Sentimos muito.,
Chinese_Simplified,人类{{Alta}}。我等很抱歉。,
Chinese_Traditional,人類{{Alta}}。我們很抱歉。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0098-Alta,
English_US,...,
Description,,
French,…,
Italian,...,
German,…,
Spanish_Spain,...,
Spanish_LATAM,...,
Korean,...,
Russian,,
Japanese,…,
Portuguese_Brazil,...,
Chinese_Simplified,……,
Chinese_Traditional,……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0099-Zenith,
English_US,We hope. That you heal yourself.,
Description,,
French,Nous espérons. Que tu te soigneras toi-même.,
Italian,Speriamo. Che guarirai.,
German,"Wir hoffen, dass. Du dich selbst heilst.",
Spanish_Spain,Esperamos. Que te cures.,
Spanish_LATAM,Esperamos. Que te cures.,
Korean,부디 네가. 치유되길 바란다.,
Russian,,
Japanese,祈ってイマス。心を癒やせるように。,
Portuguese_Brazil,Esperamos. Que você se cure.,
Chinese_Simplified,我等衷心希望。你能治好自己。,
Chinese_Traditional,我們希望。你可以療癒自己。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0100-Alta,
English_US,...,
Description,,
French,…,
Italian,...,
German,…,
Spanish_Spain,...,
Spanish_LATAM,...,
Korean,...,
Russian,,
Japanese,…,
Portuguese_Brazil,...,
Chinese_Simplified,……,
Chinese_Traditional,……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0101-Zenith,
English_US,We are thinking. Of you.,
Description,,
French,Nous pensons. À toi.,
Italian,Ti. Pensiamo.,
German,Wir denken. An dich.,
Spanish_Spain,Estamos pensando. En ti.,
Spanish_LATAM,Te tenemos. En nuestros pensamientos.,
Korean,우린 너를. 생각한단다.,
Russian,,
Japanese,いつも思ってイマスヨ。アナタのコトを。,
Portuguese_Brazil,Estamos pensando. Em você.,
Chinese_Simplified,我等现在。很担心你。,
Chinese_Traditional,我們正在。想著你。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0102-Alta,
English_US,Fine.,
Description,,
French,Très bien.,
Italian,Bene.,
German,Meinetwegen.,
Spanish_Spain,Está bien.,
Spanish_LATAM,Está bien.,
Korean,그러든가요.,
Russian,,
Japanese,わかった。,
Portuguese_Brazil,Tá bem.,
Chinese_Simplified,好吧。,
Chinese_Traditional,好。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0103-Zenith,
English_US,Did it make. More sense this time?,
Description,,
French,"As-tu mieux. Compris, cette fois ?",
Italian,Aveva più senso. Questa volta?,
German,Hat es dieses Mal. Mehr Sinn ergeben?,
Spanish_Spain,¿Ha tenido? ¿Más sentido esta vez?,
Spanish_LATAM,¿Ha tenido? ¿Más sentido esta vez?,
Korean,이번에는. 좀 더 이해됐니?,
Russian,,
Japanese,どうデショウ。今度は伝わりマシタカ？,
Portuguese_Brazil,Fez mais. Sentido desta vez?,
Chinese_Simplified,这次。你看明白了吗？,
Chinese_Traditional,這次。你有瞭解得更多嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0104-Choice,
English_US,"Wow, yes, I completely understand it now.",
Description,,
French,"Waouh, oui ! Je comprends tout parfaitement maintenant.",
Italian,"Ah, sì, ora lo capisco perfettamente.",
German,"Wow, ja, jetzt verstehe ich es total.",
Spanish_Spain,"Guau, sí, ahora lo entiendo completamente.",
Spanish_LATAM,"Guau, vaya que sí. Ahora lo entiendo todo.",
Korean,"와, 그래요. 이제 완전히 이해했어요.",
Russian,,
Japanese,スゴいな。ああ、カンペキに理解できた。,
Portuguese_Brazil,"Nossa, sim, eu entendo completamente agora.",
Chinese_Simplified,哇，太好了，这次我完全看懂了。,
Chinese_Traditional,哇喔，有，我完全懂了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0105-Choice,
English_US,Not even a small amount.,
Description,,
French,Pas le moins du monde.,
Italian,"Nemmeno un po'.",
German,Nicht mal ein bisschen.,
Spanish_Spain,Ni una pizca.,
Spanish_LATAM,Ni un poquito.,
Korean,하나도 이해 안 됐어요.,
Russian,,
Japanese,ちっともわからない。,
Portuguese_Brazil,Nem um pouquinho.,
Chinese_Simplified,看不懂一点。,
Chinese_Traditional,完全不懂。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0106-Alta,
English_US,"I'm fixed! I'm all healed! You did it! Yay!",
Description,From [0104-Choice],
French,Je suis guérie ! Réparée ! Tu as réussi ! Ouais !,
Italian,"Sono guarita! Riparata! Ce l'hai fatta! Sì!",
German,Ich bin repariert! Ich bin geheilt! Ihr habt es geschafft! Hurra!,
Spanish_Spain,¡Estoy arreglada! ¡Estoy completamente curada! ¡Lo has conseguido! ¡Bien!,
Spanish_LATAM,¡Estoy arreglada! ¡Totalmente recompuesta! ¡Lo lograste! ¡Muy bien!,
Korean,드디어 성공이다! 완전히 치유됐어! 해냈군요! 만세!,
Russian,,
Japanese,元の私だ！ すっかり治ったぞ。あんたのおかげだ！,
Portuguese_Brazil,Estou melhor! Estou totalmente curada! Você conseguiu! Eba!,
Chinese_Simplified,我恢复正常了！我痊愈了！你成功了！耶！,
Chinese_Traditional,我好起來了！我康復了！你們成功了！耶！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0107-Zenith,
English_US,You are being. Insincere.,
Description,,
French,"Tu n'es pas. Sincère.",
Italian,Non sei. Sincera.,
German,Du bist. Unaufrichtig.,
Spanish_Spain,Estás siendo. Poco sincera.,
Spanish_LATAM,Estás siendo. Poco sincera.,
Korean,진심이. 아니구나.,
Russian,,
Japanese,心にもナイ言葉デスネ。,
Portuguese_Brazil,Você está sendo. Insincera.,
Chinese_Simplified,你的态度。言不由衷。,
Chinese_Traditional,你不。真誠。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0108-Alta,
English_US,"Of course I am, it's total gibberish.",
Description,,
French,"Bien sûr que je le suis. C'est du charabia total.",
Italian,"Certo che non lo sono, è una totale sciocchezza.",
German,"Natürlich bin ich das, es ist totaler Humbug.",
Spanish_Spain,"Por supuesto que sí, es un completo galimatías.",
Spanish_LATAM,Por supuesto que sí. No son más que bobadas.,
Korean,당연하죠. 역시 말도 안 되는 헛소리예요.,
Russian,,
Japanese,当然だろ。チンプンカンプンだ。,
Portuguese_Brazil,"Claro que estou, é uma baboseira total.",
Chinese_Simplified,肯定啊，我在胡言乱语。,
Chinese_Traditional,我當然不真誠，那都是垃圾。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Zenith3_RAW-0109-Zenith,
