English_US,"Мне хочется сделать что-то, что сделал бы только настоящий, реальный рыцарь!",
Description,,
French,J'ai envie de faire un truc que seul un vrai chevalier est capable de faire !,
Italian,Ho voglia di fare qualcosa che solo un vero cavaliere farebbe!,
German,"Ich hab das Verlangen, etwas zu tun, was nur ein echter, richtiger Ritter tun würde!",
Spanish_Spain,¡Tengo ganas de hacer algo que solo un caballero de verdad haría!,
Spanish_LATAM,¡Tengo ganas de hacer algo que solo un caballero de verdad haría!,
Korean,진짜 실제 기사들이 할만한 일들을 하고 싶어요!,
Russian,"I feel like doing something that only a real, actual knight would do!",
Japanese,正真正銘の騎士だけが挑むような冒険に出かけたいぞ！,
Portuguese_Brazil,Estou com vontade de fazer algo que apenas um cavaleiro de verdade faria!,
Chinese_Simplified,我好想去做一些唯有真骑士才能完成的壮举！,
Chinese_Traditional,我想做一些只有真正的騎士會做的事！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0213-Gerald,
English_US,"Правда?? Ох, мужик, это то, что {{Timothy}} тоже сказал...",
Description,From [0206-Choice],
French,"Vraiment ? Ah, mince… c'est aussi ce qu'a dit {{Timothy}}…",
Italian,"Veramente? Oh cavolo, è quello che dice anche {{Timothy}}...",
German,"Echt? Oh man, genau das hat {{Timothy}} auch gesagt …",
Spanish_Spain,"¿En serio? Ah, eso es lo que dijo también {{Timothy}}...",
Spanish_LATAM,"¿En serio? Ay, es lo mismo que dijo {{Timothy}}...",
Korean,그래요?? 우리 {{Timothy}}도 그렇게 말하던데...,
Russian,"Really?? Aw man, that's what {{Timothy}} said too...",
Japanese,本当かい？ やっぱり…{{ティモシー}}にもそう言われたよ…,
Portuguese_Brazil,"Mesmo?? Ah, cara, foi isso que o {{Timothy}} disse também...",
Chinese_Simplified,真的？？天啊，{{Timothy}}也是这么说的……,
Chinese_Traditional,真的嗎？？噢，討厭，{{Timothy}}也這麼說……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0214-Gerald,
English_US,"...в таком случае, мне пора вернуться в лес.",
Description,,
French,"… dans ce cas, il est temps que je retourne dans la forêt.",
Italian,"… in tal caso, è giunta l'ora di tornare nella foresta.",
German,…Und in dem Fall muss ich zurück in den Wald gehen.,
Spanish_Spain,"En ese caso, es hora de que vuelva al bosque.",
Spanish_LATAM,"En ese caso, es hora de que vuelva al bosque.",
Korean,...그렇다면 이제 숲으로 돌아가야겠네요.,
Russian,"...in that case, it's time for me to head back into the forest.",
Japanese,…こうなったら、もう森に戻るしかないだろうな。,
Portuguese_Brazil,"Nesse caso, é hora de voltar pra floresta.",
Chinese_Simplified,既然如此，我也该回森林了。,
Chinese_Traditional,……既然這樣，我應該要返回森林。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0215-Gerald,
English_US,"Мне нужно попасть в ПОТРЯСАЮЩЕЕ ПРИКЛЮЧЕНИЕ, чтобы восстановить свою рыцарскую репутацию!",
Description,,
French,J'ai besoin de participer à une INCROYABLE AVENTURE pour redorer mon blason de chevalier !,
Italian,Ho bisogno di intraprendere un'AVVENTURA FANTASTICA per ricostruire la mia credibilità di cavaliere!,
German,"Ich muss ein ATEMBERAUBENDES ABENTEUER erleben, um meine Ritterwürde wieder aufzubauen!",
Spanish_Spain,¡Necesito embarcarme en una aventura increíble para recuperar mi credibilidad como caballero!,
Spanish_LATAM,¡Necesito embarcarme en una AVENTURA INCREÍBLE para recuperar mi credibilidad como caballero!,
Korean,기사로서의 신뢰를 회복하려면 놀라운 모험이 필요해요!,
Russian,I need to get into an AMAZING ADVENTURE to build my knight credibility back up!,
Japanese,騎士としての信用を取り戻すために、あっと驚くような冒険に出かけないと！,
Portuguese_Brazil,Eu preciso embarcar num AVENTURA INCRÍVEL pra reunir credibilidade de cavaleiro de novo!,
Chinese_Simplified,我需要完成一次惊天动地的冒险，重新建立我作为骑士的威信！,
Chinese_Traditional,我必須展開精彩冒險，才能重建騎士的可信度！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0216-Alta,
English_US,"...например, какое??",
Description,,
French,… du genre ?,
Italian,… Tipo cosa?,
German,…Zum Beispiel?,
Spanish_Spain,¡¿Como cuál?!...,
Spanish_LATAM,¡¿Como cuál?!...,
Korean,...어떤 모험이요??,
Russian,...like what??,
Japanese,…どんな冒険？,
Portuguese_Brazil,Tipo o quê?,
Chinese_Simplified,……比如说？？,
Chinese_Traditional,……什麼冒險？？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0217-Gerald,
English_US,"Ну, знаешь... рыцарские дела!",
Description,,
French,Eh bien… tu sais… un truc de chevalier !,
Italian,"Bè, sai.... roba da cavalieri!",
German,"Naja, du weißt schon …Ritterkram!",
Spanish_Spain,"Bueno, ya sabes... ¡cosas de caballeros!",
Spanish_LATAM,"Bueno, supongo que... ¡en una de caballeros!",
Korean,"아, 그러니까... 기사다운 모험이요!",
Russian,"Well, y'know.... knight stuff!",
Japanese,それは、ほら…騎士らしい冒険さ！,
Portuguese_Brazil,Sabe... coisa de cavaleiro!,
Chinese_Simplified,你知道的……骑士的事！,
Chinese_Traditional,就……騎士的冒險！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0218-Alta,
English_US,Что-то конкретное?,
Description,,
French,En particulier ?,
Italian,Qualcosa di specifico?,
German,Irgendwas Besonderes?,
Spanish_Spain,¿Algo en concreto?,
Spanish_LATAM,¿Algo en concreto?,
Korean,구체적인 생각이 있어요?,
Russian,Anything specific?,
Japanese,具体的には？,
Portuguese_Brazil,Alguma coisa específica?,
Chinese_Simplified,具体而言？,
Chinese_Traditional,可以講具體一點嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0219-Gerald,
English_US,"Настоящий рыцарь никогда не знает, каким будет его приключение.",
Description,,
French,Un vrai chevalier ne peut jamais savoir à l'avance dans quelle aventure il s'embarque !,
Italian,Un vero cavaliere non sa mai quale sarà la sua prossima avventura.,
German,"Ein echter Ritter kann nie wissen, was sein Abenteuer sein wird.",
Spanish_Spain,Un caballero de verdad nunca puede saber cuál será su aventura.,
Spanish_LATAM,Un caballero de verdad nunca puede saber cuál será su aventura.,
Korean,진정한 기사는 앞에 펼쳐질 모험을 미리 알지 못해요.,
Russian,A true knight can never know what their adventure will be.,
Japanese,冒険がどんなものになるか、真の騎士は知る由もない。,
Portuguese_Brazil,Um verdadeiro cavaleiro nunca sabe qual será sua aventura.,
Chinese_Simplified,真正的骑士永远不会知道前路将有何奇遇。,
Chinese_Traditional,真正的騎士永遠不會知道冒險的細節。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0220-Gerald,
English_US,"Настоящий рыцарь должен открыть приключение, когда оно с ним случится!",
Description,,
French,Un vrai chevalier doit découvrir l'aventure au gré de son déroulement !,
Italian,Un vero cavaliere deve scoprire l'avventura sul momento!,
German,"Ein wahrer Ritter muss das Abenteuer entdecken, während es ihm passiert!",
Spanish_Spain,¡Un caballero de verdad debe descubrir la aventura tal como le sucede a él!,
Spanish_LATAM,¡Un caballero de verdad debe descubrir la aventura justo cuando se le presenta!,
Korean,진정한 기사는 일이 펼쳐지고 나서야 어떤 모험인지 깨닫는 법이죠!,
Russian,A true knight must discover the adventure as it happens to them!,
Japanese,未知の冒険に飛び込んで、自分の身に起きることを楽しまないと！,
Portuguese_Brazil,Um verdadeiro cavaleiro precisa descobrir a aventura conforme ela se desenrola!,
Chinese_Simplified,真正的骑士必须在冒险到来时做好准备！,
Chinese_Traditional,真正的騎士必須在冒險發生時探索冒險的本質！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0221-Gerald,
English_US,"Я прочитал это в меню ресторана однажды. Это было не о рыцарях, но думаю, всё равно подходит.",
Description,,
French,"J'ai déjà lu ça sur un menu au restaurant. Ça ne concernait pas les chevaliers, mais je crois que c'est la vérité.",
Italian,L'ho letto una volta sul menu di un ristorante. Non riguardava i cavalieri ma penso che si possa usare in questo caso.,
German,"Das hab ich mal in einer Speisekarte gelesen. Da ging es nicht um Ritter, aber es passt trotzdem.",
Spanish_Spain,"Una vez leí eso en el menú de un restaurante. No se trataba de caballeros, pero creo que también vale.",
Spanish_LATAM,"Leí eso en el menú de un restaurante una vez. No se trataba de caballeros, pero creo que también vale.",
Korean,식당 메뉴판에서 읽은 적이 있어요. 기사에 관한 말은 아니었지만 다 통하는 거죠.,
Russian,I read that on a menu at a restaurant once. It wasn't about knights but I think it still works.,
Japanese,レストランのメニューに書かれてた言葉だ。そのときは騎士の話じゃなかったけど、当てはまるだろ。,
Portuguese_Brazil,"Eu li isso no cardápio de um restaurante uma vez. Não era sobre cavaleiros, mas acho que funciona mesmo assim.",
Chinese_Simplified,这句话是我在一家餐厅的菜单上看到的。虽然不是说骑士的，但我觉得道理都一样。,
Chinese_Traditional,這是我在某家餐廳的菜單上讀到的。他們講的冒險跟騎士無關，但我想應該適用。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0222-Alta,
English_US,"{{Gerald}}, что именно, по-твоему, делают рыцари?",
Description,,
French,"{{Gerald}}… selon toi, qu'est-ce qu'ils font les chevaliers ?",
Italian,{{Gerald}} cosa pensi che facciano esattamente i cavalieri?,
German,"{{Gerald}}, was genau tun Ritter deiner Meinung nach?",
Spanish_Spain,"{{Gerald}}, ¿qué crees que hacen exactamente los caballeros?",
Spanish_LATAM,"{{Gerald}}, ¿qué crees que es lo que hacen los caballeros?",
Korean,"{{Gerald}} 씨, 대체 기사가 뭐 하는 사람이라고 생각하는 거예요?",
Russian,{{Gerald}} what exactly do you think knights do?,
Japanese,{{ジェラルド}}、騎士は何をする人だと思ってる？,
Portuguese_Brazil,"{{Gerald}}, o que exatamente você acha que cavaleiros fazem?",
Chinese_Simplified,{{Gerald}}，你觉得骑士到底是做什么的？,
Chinese_Traditional,{{Gerald}}，請問你覺得騎士都在幹嘛？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0223-Gerald,
English_US,Э...... попадают в крутые приключения?? Это правильно? Я близок?,
Description,,
French,Euh… ils s'embarquent dans de super aventures ? Non ? C'est pas ça ?,
Italian,Uh… intraprendono avventure fantastiche? Ho indovinato? Ci sono vicino?,
German,Äh …sie stürzen sich in coole Abenteuer? Stimmt das? Lieg ich nahe dran?,
Spanish_Spain,"Eh... ¿ir a aventuras geniales? ¿Es correcto? ¿Caliente, caliente?",
Spanish_LATAM,"Eh... ¡¿Se embarcan en aventuras geniales?! ¿Es así? ¿Caliente, caliente?",
Korean,음... 멋진 모험을 하는 사람?? 맞아요? 비슷했나요?,
Russian,Uh...... get into cool adventures?? Is that correct? Am I close?,
Japanese,うーん…カッコいい冒険に乗り出す人かな？ 合ってる？ 惜しい？,
Portuguese_Brazil,Ahm... embarcam em aventuras maneiras?? É isso? Estou quente?,
Chinese_Simplified,呃……挑战刺激的冒险？？我说的对吗？差不多是这样吧？,
Chinese_Traditional,呃……體驗酷炫冒險？？這是正確答案嗎？接近正確答案嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0224-Alta,
English_US,"Нет! У рыцарей есть обязанности, которые нужно соблюдать! Они дают клятвы! Они перед кем-то отчитываются!",
Description,,
French,Non ! Les chevaliers ont des devoirs à respecter ! Ils prêtent serment ! Ils rendent des comptes à quelqu'un !,
Italian,No! I cavalieri hanno dei doveri da rispettare! Hanno fatto un giuramento! Sono al servizio di qualcuno!,
German,Nein! Ritter haben Pflichten zu erfüllen! Sie legen Eide ab! Sie sind jemandem Rechenschaft schuldig!,
Spanish_Spain,¡No! Los caballeros tienen deberes que cumplir. ¡Hacen juramentos! ¡Le informan a alguien!,
Spanish_LATAM,¡No! ¡Los caballeros tienen deberes que cumplir! ¡Hacen juramentos! ¡Responden a alguien!,
Korean,아니에요! 기사는 임무를 맡은 사람이에요! 주군에게 맹세를 했을 테고요! 상부에 보고도 해야 하죠!,
Russian,No! Knights have duties to uphold! They take oaths! They report to someone!,
Japanese,違う！ 騎士には守るべき使命がある！ 彼らは誓いを立て、主君に仕えるんだ！,
Portuguese_Brazil,Não! Cavaleiros têm deveres a cumprir! Eles fazem juramentos! Respondem a alguém!,
Chinese_Simplified,不！骑士必须履行职责！他们立下过誓言！他们要向别人效忠！,
Chinese_Traditional,不對！騎士必須承擔義務！他們要立誓！他們要對某人負責！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0225-Alta,
English_US,Почему ТЫ вообще всё это делаешь?!,
Description,,
French,Pourquoi est-ce que tu fais tout ça ?,
Italian,Perché fai tutto questo?,
German,Warum machst DU das alles?,
Spanish_Spain,¿¡Por qué estás haciendo esto!?,
Spanish_LATAM,¡¿Me quieres decir por qué haces esto?!,
Korean,근데 아저씨는 왜 이러는 거예요?!,
Russian,Why are YOU doing any of this?!,
Japanese,それを1つでもやってるか？！,
Portuguese_Brazil,Por que VOCÊ está fazendo essas coisas?!,
Chinese_Simplified,而你又为什么要搞这些？！,
Chinese_Traditional,你到底為什麼要做這些事？！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0226-Gerald,
English_US,...ну...,
Description,,
French,… c'est que…,
Italian,… È che io...,
German,…Ich meine …,
Spanish_Spain,Bueno...,
Spanish_LATAM,Bueno...,
Korean,...글쎄요...,
Russian,...I mean...,
Japanese,…ええと…,
Portuguese_Brazil,É que...,
Chinese_Simplified,……我是说……,
Chinese_Traditional,……我想說……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0227-Gerald,
English_US,Нужна ли мне причина? Разве не может действительно крутой папа просто быть рыцарем без причины?,
Description,,
French,Il me faut une raison ? Un papa vraiment cool doit-il se justifier pour être un chevalier ?,
Italian,Devo avere un motivo? Un papà super non può essere semplicemente un cavaliere senza motivo?,
German,Brauche ich einen Grund? Kann ein richtig cooler Papa nicht einfach so ein Ritter sein?,
Spanish_Spain,¿Necesito tener una razón? ¿No puede un padre genial ser un caballero sin ningún motivo?,
Spanish_LATAM,¿Necesito una razón? ¿No puede un papá genial ser un caballero sin ningún motivo?,
Korean,꼭 이유가 있어야 하나요? 그냥 멋진 아버지로서 아무 이유 없이 기사일 순 없어요?,
Russian,Do I need to have a reason? Can't a really cool dad just be a knight for no reason?,
Japanese,理由が必要なのかな？ カッコいい父親が訳もなく騎士になるだけでよくない？,
Portuguese_Brazil,Eu preciso ter um motivo? Um pai muito legal não pode ser um cavaleiro sem motivo?,
Chinese_Simplified,我需要理由吗？一位酷爹当骑士非要一个理由吗？,
Chinese_Traditional,我需要原因嗎？一個很酷的老爸成為騎士，這還需要原因嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0228-Gerald,
English_US,"Разве это ДОЛЖНО быть для того, чтобы доказать своему сыну, что он самый крутой папа на планете?!",
Description,,
French,Est-ce que c'est pour prouver à son fils qu'il est le père le plus cool du monde ?!,
Italian,Non è che devo farlo per provare di essere un papà perfetto.,
German,"MUSS es sein, um seinem Sohn zu beweisen, dass er der coolste Papa auf dem Planeten ist?!",
Spanish_Spain,¿Tiene que ser para demostrarle a su hijo que es el padre más genial del planeta?,
Spanish_LATAM,¡¿Tiene que ser para demostrarle a su hijo que es el papá más genial del planeta?!,
Korean,"""세상에서 제일 멋진 아버지라는 걸 아들에게 증명하겠다""는 식의 이유가 꼭 필요해요?",
Russian,Does it HAVE to be to prove to his son that he's the coolest dad on the planet?!,
Japanese,地球上で一番カッコいい父親だと、息子に証明するためじゃなきゃダメなのか？！,
Portuguese_Brazil,PRECISA ser pra provar pro filho que ele é o pai mais legal do planeta?!,
Chinese_Simplified,就非得是证明给儿子看爸爸是最酷的吗？！,
Chinese_Traditional,一定要這樣來向自己的兒子證明他是地表最酷老爸嗎？！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0229-Choice,
English_US,Я никогда не говорила-,
Description,,
French,Je n'ai jamais dit que-,
Italian,Non ho mai detto-,
German,Ich habe nie gesagt–,
Spanish_Spain,Yo nunca he dicho que...,
Spanish_LATAM,No dije que...,
Korean,내 말은 그게 아니라-,
Russian,I never said-,
Japanese,そんなこと、ひと言も…,
Portuguese_Brazil,Eu nunca disse...,
Chinese_Simplified,我可没这么说——,
Chinese_Traditional,我沒說——,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0230-Choice,
English_US,Это не-,
Description,,
French,Ce n'est pas-,
Italian,Non è quello che-,
German,Das ist nicht–,
Spanish_Spain,Eso no es...,
Spanish_LATAM,Eso no es...,
Korean,그런 이유는-,
Russian,That isn't-,
Japanese,そういうわけじゃ…,
Portuguese_Brazil,Isso não...,
Chinese_Simplified,我不是这个意思——,
Chinese_Traditional,那不是——,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0231-Choice,
English_US,Эээ-,
Description,,
French,Euh-,
Italian,Uhh-,
German,Äh–,
Spanish_Spain,Eh...,
Spanish_LATAM,Eh...,
Korean,어-,
Russian,Uhh-,
Japanese,いやぁ…,
Portuguese_Brazil,Ahm...,
Chinese_Simplified,呃——,
Chinese_Traditional,呃——,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0232-Gerald,
English_US,"Но раз уж ты упомянула, как думаешь, может быть, он ДЕЙСТВИТЕЛЬНО найдёт крутым то, что я рыцарь?",
Description,From [0229-Choice]<lf>From [0230-Choice]<lf>From [0231-Choice],
French,"Mais maintenant que tu en parles, tu crois qu'il trouverait cool que je sois un chevalier ?",
Italian,"Ma ora che lo hai accennato, pensi che forse gli piacerebbe che io sia un cavaliere?",
German,"Aber wo du das gerade sagst: Glaubst du, er FÄNDE es cool, dass ich ein Ritter bin?",
Spanish_Spain,"Pero ahora que lo dices, ¿crees que tal vez a él le parecería genial que fuese un caballero?",
Spanish_LATAM,"Pero ahora que lo dices, ¿crees que a él le PARECERÍA genial que fuese un caballero?",
Korean,"말이 나왔으니 말인데, 혹시 우리 아들이 내가 기사라는 걸 멋지다고 생각할까요?",
Russian,"But now that you mention it, do you think maybe he WOULD find it cool that I'm a knight?",
Japanese,でも、そう言われてみれば、僕が騎士なら息子もカッコいいと思ってくれるかな？,
Portuguese_Brazil,"Mas agora que você falou, você acha que talvez ele IRIA achar legal que eu sou um cavaleiro?",
Chinese_Simplified,你还真别说，说不定他会觉得爸爸是一名骑士很酷？,
Chinese_Traditional,不過既然你提到這點，如果我成為騎士，他會覺得我很酷嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0233-Gerald,
English_US,"Если бы я попал в самые фантастические приключения в этих лесах, если бы я был настоящим рыцарем...",
Description,,
French,"Si je m'embarquais dans les aventures les plus fantastiques dans cette forêt, si j'étais un vrai chevalier…",
Italian,"Se vivessi le avventure più fantastiche in questi boschi, se fossi un vero cavaliere...",
German,"Wenn ich die fantastischsten Abenteuer in diesem Wald erlebe, so als richtiger Ritter …",
Spanish_Spain,"Si participara en las aventuras más fantásticas en estos bosques, si fuera un caballero de verdad...",
Spanish_LATAM,"Si participara en las aventuras más fantásticas en estos bosques, si fuera un caballero de verdad...",
Korean,"숲속에서 환상적인 모험을 경험했다면, 내가 진짜 기사였다면...",
Russian,"If I got into the most fantastic adventures out in these woods, if I was a real knight...",
Japanese,もしも森に戻って輝かしい冒険に身を投じたら、もしも僕が本物の騎士だったら…,
Portuguese_Brazil,"Se eu embarcasse nas mais fantásticas aventuras nessa floresta, se eu fosse um cavaleiro de verdade...",
Chinese_Simplified,如果我在森林里经历了最奇妙的冒险，如果我是名真正的骑士……,
Chinese_Traditional,如果我在森林中展開最神奇的冒險，如果我是真正的騎士……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0234-Gerald,
English_US,"...тогда, как думаешь, он хотел бы делать со мной больше фотографий?",
Description,,
French,… alors tu crois qu'il accepterait de prendre plus de photos avec moi ?,
Italian,... pensi che vorrebbe fare altre foto con me?,
German,"…Glaubst du, er würde dann mehr Fotos mit mir machen wollen?",
Spanish_Spain,... ¿crees que querría sacarse más fotos conmigo?,
Spanish_LATAM,... ¿crees que querría sacarse más fotos conmigo?,
Korean,...아들이 저와 사진을 더 찍으려고 할까요?,
Russian,...then do you think he'd want to take more photos with me?,
Japanese,…息子は、もっと一緒に写真を撮ってくれると思うかい？,
Portuguese_Brazil,"Aí, você acha que ele iria querer tirar mais fotos comigo?",
Chinese_Simplified,……你说他会不会愿意和我一起拍更多的照片？,
Chinese_Traditional,……那你覺得他會想多跟我拍照嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0235-Gerald,
English_US,И показывать эти фотографии своим друзьям?,
Description,,
French,Et de montrer ces photos à ses copains ?,
Italian,E mostrare quelle foto ai suoi amici?,
German,Und die Fotos stolz seinen Freunden zeigen?,
Spanish_Spain,¿Y enseñárselas a sus amigos?,
Spanish_LATAM,¿Y mostrárselas a sus amigos?,
Korean,그리고 친구들에게 그 사진을 자랑할까요?,
Russian,And show off those photos to his friends?,
Japanese,それで、僕との写真を友達に見せびらかすかな？,
Portuguese_Brazil,E iria mostrar essas fotos pros amigos?,
Chinese_Simplified,然后向他的朋友们炫耀？,
Chinese_Traditional,然後把這些照片給朋友看？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0236-Gerald,
English_US,"И называть меня чем-то крутым, вроде ""Папаня {{McGee}}""?",
Description,"""Pops"" is slang for ""dad""",
French,"Et de m'appeler par un nom du genre… ""Papa {{McGee}}"" ?",
Italian,"E darmi un nomignolo carino come ""Papà {{McGee}}""?",
German,Und mir einen coolen Spitznamen wie „Daddy {{McGee}}“ geben?,
Spanish_Spain,"¿Y llamarme algo genial como ""papá {{McGee}}""?",
Spanish_LATAM,¿Y ponerme un apodo genial como «Papá {{McGee}}»?,
Korean,나를 '멋진 아빠 {{McGee}}' 같은 애칭으로 불러줄까요?,
Russian,"And call me something cool like ""Pops {{McGee}}""?",
Japanese,そしたら“{{マクギー}}のオヤッサン”とか呼んでくれるかも？,
Portuguese_Brazil,"E ia me dar um apelido legal, tipo, ""Paizão {{McGee}}""?",
Chinese_Simplified,而且还会叫我“{{McGee}}老爹”之类超有范儿的名字？,
Chinese_Traditional,然後叫我「{{McGee}}老爹」之類的？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0237-Choice,
English_US,"Я не тот человек, которого стоит спрашивать о-",
Description,,
French,Ce n'est pas à moi qu'il faut demander-,
Italian,Non sono la persona adatta a cui chiedere-,
German,"Ich bin echt die Falsche, um solche Fra–",
Spanish_Spain,No soy la persona indicada para preguntar sobre...,
Spanish_LATAM,No soy la persona indicada para que le preguntes sobre...,
Korean,그걸 왜 나한테 물-,
Russian,I'm not the person to ask about-,
Japanese,聞く相手を間違って…,
Portuguese_Brazil,Você não devia perguntar pra mim...,
Chinese_Simplified,这种话你不应该问我——,
Chinese_Traditional,你問錯人了——,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0238-Choice,
English_US,Мне нужно вернуться к моей-,
Description,,
French,Je ferais mieux de retourner à mes-,
Italian,Dovrei tornare al mio-,
German,Ich sollte zurück zu meinen–,
Spanish_Spain,Debería volver a mi...,
Spanish_LATAM,Debería volver a mi...,
Korean,"됐어요, 그만 가볼-",
Russian,I should get back to my-,
Japanese,そろそろ仕事に戻…,
Portuguese_Brazil,Eu preciso voltar pro meu...,
Chinese_Simplified,我应该去忙自己的事——,
Chinese_Traditional,我應該要回去——,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0239-Choice,
English_US,{{McGee}} — это действительно твоя фами-,
Description,"The full sentence being cut off here is ""Is McGee really your last name?""",
French,"{{McGee}}, c'est vraiment ton nom de fam-",
Italian,{{McGee}} è davvero il tuo cogno-,
German,Ist {{McGee}} dein echter Nachn–,
Spanish_Spain,¿Es {{McGee}} realmente tu ape...?,
Spanish_LATAM,¿Es {{McGee}} tu ape...?,
Korean,{{McGee}}가 아저씨 성이었-,
Russian,Is {{McGee}} really your last na-,
Japanese,あんたの姓って{{マクギー}}なの…,
Portuguese_Brazil,{{McGee}} é seu sobrenome me...,
Chinese_Simplified,{{McGee}}真的是你的姓——,
Chinese_Traditional,{{McGee}}真的是你的姓——,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0240-Gerald,
English_US,"Со всеми рыцарскими приключениями, в которые я попадаю, я никак не могу быть ""полным ботаником"", верно?",
Description,"""knightly"" means ""like a knight"". dorkbot"" is slang for ""dork""<lf>From [0237-Choice]<lf>From [0238-Choice]<lf>From [0239-Choice]",
French,"Avec toutes mes aventures chevaleresques, je ne serais plus un ""ringard total"", pas vrai ?",
Italian,"Con tutte le avventure cavalleresche che intraprendo, non potrei assolutamente essere considerato uno ""sfigato totale"", giusto?",
German,"Bei all den ritterlichen Abenteuern, die ich bestehe, kann ich doch kein „totaler Trottelbot“ sein, oder?",
Spanish_Spain,"Con todas las aventuras de caballeros en las que me meto, es imposible que sea un ""completo idiota"", ¿verdad?",
Spanish_LATAM,"Con todas las aventuras de caballeros en las que me meto, es imposible que sea un «completo idiota», ¿verdad?",
Korean,멋진 기사의 모험을 즐기는 내가 '완전 찌질이'일 리 없겠죠?,
Russian,"With all the knightly adventures I get into, there's no way I could be a ""total dorkbot"", right?",
Japanese,騎士らしい冒険を重ねれば、絶対に“世界一のマヌケ”じゃなくなるだろ？,
Portuguese_Brazil,"Com todas as aventuras cavaleirescas que eu embarco, não tem como eu ser um ""grande bobão"", né?",
Chinese_Simplified,能经历这么多骑士冒险，我就不可能是“十足的呆瓜”，对吗？,
Chinese_Traditional,只要經歷過騎士冒險，我就不可能是「怪胎」，對吧？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0241-Gerald,
English_US,Это моя судьба! Это моя история!,
Description,,
French,C'est mon destin ! C'est mon histoire !,
Italian,Questo è il mio destino! Questa è la mia storia!,
German,Das ist mein Schicksal! Das ist meine Geschichte!,
Spanish_Spain,¡Este es mi destino! ¡Esta es mi historia!,
Spanish_LATAM,¡Este es mi destino! ¡Esta es mi historia!,
Korean,이건 내 운명이에요! 나만의 이야기라고요!,
Russian,This is my destiny! This is my story!,
Japanese,これぞ我が運命！ これぞ我が物語だ！,
Portuguese_Brazil,Esse é o meu destino! Essa é a minha história!,
Chinese_Simplified,这就是我的命运！这就是我的传奇！,
Chinese_Traditional,這是我的使命！這是我的故事！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Gerald_RAW-0242-Gerald,
English_US,"Пришло время для меня выйти туда и быть лучшим рыцарем, каким я только могу быть!",
Description,,
French,Il est temps que j'y aille et que je devienne le plus grand chevalier qui soit !,
Italian,È giunto il momento per me di andare e di essere il miglior cavaliere possibile!,
German,"Es wird Zeit für mich, da rauszugehen und der bestmögliche Ritter zu sein!",
Spanish_Spain,¡Es hora de que salga ahí fuera y sea el mejor caballero posible!,
Spanish_LATAM,¡Es hora de que me sumerja en la aventura y sea el mejor caballero posible!,
Korean,나가서 최고의 기사가 될 시간입니다!,
Russian,It's time for me to go out there and be the best knight I can be!,
